지역,매장명,주소,위도,경도
경기,수원영통구청점,경기도 수원시 영통구 효원로 387(매탄동),37.25923806,127.0439494
전남,광양중동점,전라남도 광양시 공영로 74(중동),34.93568956,127.6971231
인천,인천가정지구점,인천광역시 서구 청중로478번길 7(가정동),37.52936104,126.6647455
경기,지행역점,경기도 동두천시 지행로 64(지행동),37.89207033,127.0541646
전북,전주아중점,전라북도 전주시 덕진구 무삼지로 35(인후동1가),35.82886446,127.1640791
강원,춘천석사점,"강원도 춘천시 퇴계농공로 22, 110호(석사동)",37.85125248,127.7441502
인천,가정역점,인천광역시 서구 봉오재3로 90(가정동),37.52720617,126.6697493
경기,수원정자점,경기도 수원시 장안구 대평로 80 정연메이저빌딩 129호,,
경기,광명하안점,경기도 광명시 하안로 310(하안동),37.46322967,126.879455
인천,구월아시아드점,인천광역시 남동구 선수촌공원로 25(구월동),37.44127951,126.7097701
서울,은행사거리점,"서울특별시 노원구 한글비석로 270, 105호(중계동)",37.65157051,127.0774032
경기,김포초당마을점,경기도 김포시 김포한강2로 88(장기동),37.63880943,126.6734804
전북,군산지곡점,전라북도 군산시 신지길 10(지곡동),35.95843247,126.7051985
부산,온천장점,부산광역시 동래구 온천장로 52(온천동),35.21603954,129.080942
경남,내서호계점,경상남도 창원시 마산회원구 내서읍 광려천북로 184코코프라자 1층,,
경기,안산초지점,경기도 안산시 단원구 광덕1로 61(초지동),37.30880216,126.8163537
경기,동탄능동점,경기도 화성시 동탄지성로 140 (능동),37.20979805,127.0603903
경기,용인역북점,경기도 용인시 처인구 명지로60번길 8-4(역북동),37.23094918,127.1877647
서울,잠실레이크팰리스점,서울특별시 송파구 석촌호수로 140(삼전동),37.50701655,127.0925026
인천,인천청천점,인천광역시 부평구 마장로 385(산곡동),37.51257432,126.7036208
경기,미사강변점,"경기도 하남시 미사강변대로 90, 108호(풍산동)",37.5578873,127.1881286
부산,당리점,부산광역시 사하구 제석로 56(당리동),35.10555944,128.9747883
광주,전대후문점,광주광역시 북구 우치로90번길 8(용봉동),35.17542492,126.9131523
경기,경기광주신현점,경기도 광주시 오포읍 신현로 66,37.3605457,127.1541183
서울,서초법원점,서울특별시 서초구 서초대로 271(서초동),37.49334476,127.0114182
부산,괴정역점,부산광역시 사하구 사하로 184(괴정동),35.09815652,128.9941372
경기,파주교하점,"경기도 파주시 청석로 264, 102호 (동패동)",37.72558371,126.7182868
경기,동탄카림3차점,"경기도 화성시 동탄순환대로12길 85, 106호(산척동, 그린힐 반도유보라 아이비파크 10)",37.16699314,127.128218
경북,포항중앙점,경상북도 포항시 북구 중앙상가2길 13-1(남빈동),36.03678028,129.3638782
경기,김포구래역점,"경기도 김포시 김포한강4로 487, 1063호(구래동, 한강신도시 반도유보라 4차)",37.64638547,126.6295208
경기,수원권선중앙점,경기도 수원시 권선구 동수원로242번길 6(권선동),37.25094306,127.0350026
경기,오산고현점,경기도 오산시 남부대로 411-12(고현동),37.13585459,127.0820192
서울,연신내역점,서울특별시 은평구 통일로 855-15(갈현동),37.61924516,126.9197843
충남,아산용화점,충청남도 아산시 용화로 77(용화동),36.77778442,127.008375
경북,구미역점,경상북도 구미시 구미중앙로13길 3(원평동),36.1288394,128.3319485
부산,부산허심청점,부산광역시 동래구 온천장로 125(온천동),35.22187364,129.0847873
전북,전주만성지구점,전라북도 전주시 덕진구 만성중앙로 45(만성동),35.84311246,127.0768407
서울,신림프라임법학원점,서울특별시 관악구 신림로 90(신림동),37.47093617,126.9393627
전북,전주반월점,전라북도 전주시 덕진구 쪽구름로 1201동 103호(반월동),,
대구,대구황금점,대구광역시 수성구 청수로26길 36(두산동),35.83811209,128.622077
경기,미사중앙점,"경기도 하남시 미사강변중앙로 219, 106호(망월동)",37.56603991,127.1886086
서울,강동구청점,"서울특별시 강동구 성내로 11, 105호(성내동)",37.5305064,127.1221678
인천,경인교대입구역점,인천광역시 계양구 계양대로 156(계산동),37.53772182,126.7228713
충남,금산점,충청남도 금산군 금산읍 비단로 325,36.11002592,127.4872538
부산,명장점,부산광역시 동래구 명장로48번길 14(명장동),35.20417671,129.1060996
충남,당진현대제철점,"충청남도 당진시 송산면 가곡로 156, 104호",36.97373358,126.7027159
경기,수원호매실점,경기도 수원시 권선구 금곡로196번길 61(금곡동),37.27374948,126.9545083
경기,수원천천점,경기도 수원시 장안구 덕영대로535번길 38(천천동),37.29717951,126.9824131
경기,구래신도시점,경기도 김포시 김포한강9로75번길 180두원타워 122호(구래동),,
경기,김포장기점,경기도 김포시 김포한강1로51번길 28(장기동),37.64414435,126.667048
경기,용인한숲시티점,"경기도 용인시 처인구 남사면 한숲로 45, 36호",37.15282695,127.1701898
서울,까치산역점,서울특별시 강서구 강서로 33(화곡동),37.53073039,126.8470488
경기,운정이마트점,경기도 파주시 미래로 371 (동패동),37.7110849,126.7458608
광주,수완점,광주광역시 광산구 장신로147번길 5-18(수완동),35.19166205,126.8248436
경기,상동로데오점,"경기도 부천시 상동로 79, 106호(상동)",37.50427056,126.7523596
부산,주례보훈병원점,"부산광역시 사상구 양지로 3대성아파트상가 105호, 106호(주례동)",,
경기,수지상현점,"경기도 용인시 수지구 만현로 120, 126호(상현동)",37.30605471,127.0847161
인천,인천불로점,인천광역시 서구 검단로 842(불로동),37.6186272,126.6908983
서울,양천구청점,서울특별시 양천구 목동서로 389(신정동),37.5157807,126.8611999
경기,수원망포점,"경기도 수원시 영통구 태장로 83, 104호(망포동)",37.23931958,127.0553263
경기,배곧로얄팰리스점,"경기도 시흥시 서울대학로264번길 26-11,106호(정왕동)",37.36708585,126.7266064
강원,춘천명동점,강원도 춘천시 명동길 6-2(중앙로2가),37.87973417,127.7275588
인천,인천간석올리브점,인천광역시 남동구 석산로 156(간석동),37.46035317,126.709253
경기,일산원당시장점,경기도 고양시 덕양구 호국로790번길 171층 110호(성사동),,
인천,인천함박마을점,인천광역시 연수구 비류대로433번길 10(연수동),37.42471336,126.683027
인천,인천서구청점,인천광역시 서구 탁옥로51번길 2(심곡동),37.54407143,126.6755183
경기,구리역점,"경기도 구리시 건원대로34번길 17, 101호(인창동)",37.60475014,127.1412069
인천,인천용현점,인천광역시 미추홀구 낙섬중로 43(용현동),37.4521079,126.6376589
경기,김포풍무점,"경기도 김포시 풍무로146번길 18, 123호(풍무동)",37.60748662,126.7244002
전남,여수무선점,전라남도 여수시 화산로 131(화장동),34.77729841,127.6505738
충남,당진기지시점,"충청남도 당진시 송악읍 반촌로 70-16, 105호",36.9021297,126.6924647
강원,강릉유천지구점,강원도 강릉시 선수촌로63번길 14-16(홍제동),37.75778017,128.8692349
제주,제주516도로점,제주특별자치도 서귀포시 516로 188(토평동),33.27001757,126.5857096
인천,인천연수점,인천광역시 연수구 먼우금로 190(연수동),37.41405348,126.6767147
강원,춘천후평점,강원도 춘천시 후석로 326(후평동),37.88006684,127.7501873
경기,다산부영점,경기도 남양주시 다산중앙로82번안길 115-41층 101호(다산동),,
경기,화성향남1지구점,경기도 화성시 향남읍 발안로 116,37.13103225,126.9228887
인천,인천한림병원점,인천광역시 계양구 장제로 717(작전동),37.53183681,126.7335396
대전,대전목원대점,대전광역시 서구 동서대로 692(도안동),36.33182581,127.3398562
충남,당진읍내점,충청남도 당진시 당진중앙2로 91(읍내동),36.89376434,126.6299639
인천,주안북부역점,인천광역시 미추홀구 길파로 15(주안동),37.46716262,126.6792314
서울,천호로데오점,서울특별시 강동구 천호대로157길 23(천호동),37.53886914,127.1271809
광주,광주충장로점,광주광역시 동구 충장로 77-1(충장로3가),35.14862263,126.9159395
광주,광주비아점,광주광역시 광산구 비아로 12(비아동),35.22045748,126.8236321
경기,용인처인구청점,경기도 용인시 처인구 금령로 62(김량장동),37.23465572,127.2032647
서울,동부이촌점,서울특별시 용산구 이촌로 248 31동한강맨션 108호(이촌동),,
경기,평촌학원가점,"경기도 안양시 동안구 평촌대로 116, 101호(평촌동)",37.38300491,126.9609452
광주,광주동명점,광주광역시 동구 장동로 23-20(장동),35.1488722,126.9248289
부산,해운대중동이마트점,부산광역시 해운대구 좌동순환로 55센트럴메디타워 105호(좌동),,
부산,가야홈플러스점,부산광역시 부산진구 가야대로498번길 28-3(가야동),35.1516271,129.026424
인천,인천가좌점,인천광역시 서구 원적로 91 108호(가좌동),,
인천,인천송현점,인천광역시 동구 수문통로 54-1(송현동),37.48035766,126.6355659
세종,세종아름점,"세종특별자치시 보듬3로 92, 2동 109호(아름동)",36.51191149,127.2494736
광주,광주일곡점,광주광역시 북구 설죽로 506-9(일곡동),35.20469933,126.899125
경북,김천점,경상북도 김천시 시청로 66(신음동),36.1341951,128.1178889
충북,옥천점,충청북도 옥천군 옥천읍 금장로 49-1,36.30098175,127.5696441
경남,창원감계점,경상남도 창원시 의창구 북면 감계로 306MG빌딩 101-1호,,
대전,대전전민점,대전광역시 유성구 전민로58번길 61(전민동),36.39793478,127.4036599
경기,역곡북부역점,경기도 부천시 역곡로 7(역곡동),37.48599808,126.8113506
경기,부천중동현대점,경기도 부천시 석천로169번길 34(중동),37.50307308,126.7608616
강원,원주무실점,"강원도 원주시 능라동길 48-1, 103호(무실동)",37.33412527,127.9297216
경기,대광리역점,경기도 연천군 신서면 연신로 1158-5(도신리),38.18504571,127.10801
경기,동탄반도카림2차점,경기도 화성시 동탄광역환승로 73동탄역 반도유보라 아이비파크 8.0 E004호,,
강원,인제원통점,강원도 인제군 북면 원통로147번길 37(원통리),38.12353949,128.2036389
부산,부산진구청점,부산광역시 부산진구 시민공원로 11서면쌍용스윗닷홈SKY 102동 107호(부암동),,
부산,유엔평화로점,부산광역시 남구 유엔평화로 11(대연동),35.13393519,129.0921356
광주,광주방림점,광주광역시 남구 용대로 138(방림동),35.12851058,126.9183805
부산,해운대시장점,"부산광역시 해운대구 중동1로 35, 1층(중동)",35.16247787,129.163374
경기,기흥역점,경기도 용인시 기흥구 기흥역로 63힐스테이트 기흥 301동 104호(구갈동),,
충남,아산풍기점,충청남도 아산시 어의정로 184아산풍기이지더원아파트 4동 105호(풍기동),,
경기,동탄한림대병원점,경기도 화성시 삼성1로 150(석우동),37.21736536,127.0783484
경기,동탄목동점,"경기도 화성시 동탄순환대로18길 16, 112호(목동)",37.18312176,127.1243233
대전,대전시청역점,대전광역시 서구 둔산중로 50파이낸스빌딩 110호(둔산동),,
전남,목포북항점,전라남도 목포시 청호로 177(산정동),34.80632781,126.3729699
서울,동교점,서울특별시 마포구 월드컵북로6길 64(동교동),37.55940212,126.9217566
광주,광주월곡점,광주광역시 광산구 월곡산정로 91-1(월곡동),35.16606254,126.8121908
경남,양산증산역점,경상남도 양산시 물금읍 증산역로 177라피에스타 1층 1-210호(가촌리),,
서울,은평뉴타운점,"서울특별시 은평구 진관3로 21, 117호(진관동)",37.6396025,126.9190145
경기,수원로데오점,경기도 수원시 팔달구 매산로 21-11(매산로1가),37.26817018,127.0035732
경기,오산시청점,경기도 오산시 성호대로 127(오산동),37.14903182,127.0755985
경북,대구대학점,"경상북도 경산시 진량읍 대구대로 244, 1층(내리리)",35.89671347,128.8493693
경기,양주고읍점,"경기도 양주시 고읍남로 13, 110호(광사동)",37.79498388,127.0803301
경기,부천옥길지구점,경기도 부천시 옥길로 113(옥길동),37.46732459,126.8220331
경기,수내역점,경기도 성남시 분당구 황새울로258번길 32코리아나빌딩 105호(수내동),,
광주,광주첨단점,광주광역시 광산구 첨단중앙로106번길 11(월계동),35.2149991,126.8436536
광주,광주양산점,광주광역시 북구 하서로 428 상록수타워 105호(용두동),,
울산,울산중구홈플러스점,울산광역시 중구 번영로 475(복산동),35.5643864,129.3348601
강원,강원도양양점,강원도 양양군 양양읍 양양로 66(남문리),38.07534332,128.6219627
경기,동탄나루마을점,경기도 화성시 동탄솔빛로 62(반송동),37.19396677,127.0743177
충남,천안백석점,충청남도 천안시 서북구 한들3로 35-5(백석동),36.82656485,127.1233183
경기,평택청북점,경기도 평택시 청북읍 안청로2길 33-2(옥길리),37.01848658,126.9178619
서울,목동역점,"서울특별시 양천구 오목로 232(신정동, 보성팰리스)",37.52576425,126.8632063
경기,범계로데오점,경기도 안양시 동안구 평촌대로223번길 28(호계동),37.39114092,126.9540211
전남,전남장성점,전라남도 장성군 장성읍 영천로 166-1(영천리),35.30013547,126.7823882
경남,창원봉곡점,경상남도 창원시 성산구 창원천로 292반송대동아파트 101-1호(반지동),,
광주,호남대점,광주광역시 광산구 선운로 9(선암동),35.14865333,126.7705138
인천,인천길병원점,인천광역시 남동구 구월남로 198(구월동),37.45262671,126.7114432
서울,상계역점,서울특별시 노원구 덕릉로83길 18(중계동),37.66013753,127.0744192
충남,천안두정중앙점,충청남도 천안시 서북구 원두정8길 17(두정동),36.83267959,127.1352533
인천,인천박촌역점,인천광역시 계양구 장제로 1004(박촌동),37.55509421,126.7460324
전북,전주삼천중앙점,전라북도 전주시 완산구 용리로 127(삼천동1가),35.7979697,127.123708
대구,대구다사점,대구광역시 달성군 다사읍 달구벌대로 881(매곡리),35.85780203,128.4657607
경기,산본역점,"경기도 군포시 산본로323번길 4-17, 103호(산본동)",37.36001671,126.9325851
부산,부산어린이대공원점,부산광역시 부산진구 성지로 159(초읍동),35.18185312,129.0473107
충남,천안불당파크힐점,"충청남도 천안시 서북구 불당23로 73-27, 111호(불당동)",36.82041516,127.1096887
대구,대구방촌점,대구광역시 동구 동촌로 242(방촌동),35.88080374,128.6661549
서울,화랑대역점,"서울특별시 노원구 노원로1길 9(공릉동, 해중빌딩)",37.62221888,127.0864399
경기,홈플러스안산선부점,경기도 안산시 단원구 삼일로 316(선부동),37.33377511,126.8125791
경기,파주적성점,경기도 파주시 적성면 청송로 1020,37.95408868,126.918479
경기,야탑점,"경기도 성남시 분당구 야탑로69번길 21, 103-104호(야탑동)",37.41164644,127.1263508
광주,광주소촌점,광주광역시 광산구 소촌로 144(소촌동),35.15718075,126.7923679
경기,김포운양점,"경기도 김포시 김포한강11로 288-27, 110호(운양동)",37.65478154,126.6833597
경기,정자점,경기도 성남시 분당구 정자일로 230동양정자파라곤 116호(정자동),,
충남,천안법조타운점,충청남도 천안시 동남구 청수14로 68(청당동),36.78441207,127.1539816
광주,광주봉선점,광주광역시 남구 봉선중앙로 28(봉선동),35.12363977,126.9127892
경남,진주시청점,경상남도 진주시 동진로 177(상대동),35.17983299,128.1106724
경기,광주경안점,경기도 광주시 중앙로 94(역동),37.40810568,127.2592507
충북,충주연수점,충청북도 충주시 갱고개로 140(연수동),36.98340363,127.9398756
서울,합정역점,서울특별시 마포구 양화로 46-1(합정동),37.54938872,126.9142478
서울,목동시장점,서울특별시 양천구 목동중앙남로11길 8(목동),37.53941283,126.8655238
충남,천안신방지구점,충청남도 천안시 동남구 통정11로 49(신방동),36.77447609,127.1327516
서울,홍대L7점,"서울특별시 마포구 월드컵북로 8, 1층(동교동)",37.55595489,126.92092
광주,광주송정역점,광주광역시 광산구 상무대로 207(송정동),35.13805241,126.7915528
광주,광주첨단쌍암점,광주광역시 광산구 첨단강변로 97(쌍암동),35.21539758,126.8524829
경남,통영북신점,경상남도 통영시 해미당5길 5(북신동),34.85316902,128.4291832
전북,전주서신점,전라북도 전주시 완산구 서신로 4(서신동),35.82571096,127.1160414
서울,공릉역점,서울특별시 노원구 동일로192길 30(공릉동),37.62618587,127.074788
경기,광명소하점,경기도 광명시 소하로 86(소하동),37.44728675,126.8833622
서울,금천롯데캐슬점,"서울특별시 금천구 벚꽃로 40(독산동, 금천롯데캐슬골드파크1차아파트)",37.4600584,126.8928453
인천,인천나은병원점,인천광역시 서구 원적로 33(가좌동),37.49017263,126.6799765
전남,순천중앙점,전라남도 순천시 중앙6길 19(중앙동),34.95667665,127.4845327
부산,센텀비스타점,부산광역시 수영구 무학로63번길 142센텀비스타동원2차 제 401동 상가 지하 2층 제 108호,,
서울,오목교점,서울특별시 양천구 오목로 315(목동),37.52512806,126.872724
경기,금촌역점,경기도 파주시 중앙로 330 (금촌동),37.76498259,126.7742823
대구,대구죽전역점,대구광역시 달서구 달구벌대로 1545골든뷰 메디타워 1층 103호(죽전동),,
경기,NC모란점,"경기도 성남시 중원구 성남대로 1136, B1층(성남동)",37.43131347,127.1297795
서울,보라매타운점,서울특별시 동작구 보라매로5가길 16보라매아카데미타워 103-1호(신대방동),,
서울,외대앞역점,서울특별시 동대문구 휘경로 24(이문동),37.59526345,127.0624328
서울,미아역점,서울특별시 강북구 도봉로 201-2(미아동),37.62666972,127.0256169
인천,산곡고점,"인천광역시 부평구 부영로189번길 51, 123호(산곡동)",37.50211844,126.7129151
전남,여수미평점,전라남도 여수시 만성로 69(미평동),34.77054666,127.7032495
인천,송도하버뷰점,인천광역시 연수구 해돋이로 168-5(송도동),37.39568818,126.6454469
충남,천안프라디움시티점,"충청남도 천안시 서북구 공원로 176, B204호(불당동)",36.79742281,127.0989683
경기,가평점,경기도 가평군 가평읍 가화로 110-1(읍내리),37.82962199,127.514015
경남,창원상남점,경상남도 창원시 성산구 원이대로 668황강빌딩 제1층 105호(상남동),,
부산,부산차이나타운점,"부산광역시 동구 중앙대로 181, 1층(초량동)",35.11359938,129.0386078
인천,신기시장점,인천광역시 미추홀구 인하로 271(주안동),37.44829966,126.6782108
전북,전북혁신점,전라북도 완주군 이서면 기지로 56(갈산리),35.83810291,127.0582206
대전,대전을지병원점,"대전광역시 서구 둔산로51번길 66, 1층 104호(둔산동)",36.35413537,127.3805943
서울,창동역점,서울특별시 도봉구 마들로11가길 13(창동),37.65290468,127.0492033
경기,구리돌다리점,경기도 구리시 검배로6번길 3(수택동),37.60021253,127.1414644
전남,순천조례점,전라남도 순천시 봉화2길 14(조례동),34.95508499,127.5185659
부산,감만점,부산광역시 남구 석포로 24(감만동),35.12232338,129.0836487
경기,평택동삭점,"경기도 평택시 상서재로 50, 121호(동삭동, 평택센트럴자이 4단지)",37.01852351,127.1014835
충남,당진터미널점,"충청남도 당진시 밤절로 146, 104호(수청동)",36.90150195,126.6457555
경기,동탄KTX벨리점,경기도 화성시 동탄첨단산업1로 14동탄ktx밸리 103호(영천동),,
경기,판교테크노밸리점,경기도 성남시 분당구 대왕판교로 670(삼평동),37.40207678,127.1061104
경기,소사삼거리점,경기도 부천시 호현로 491-1(소사본동),37.48144642,126.7927659
광주,광주하남점,"광주광역시 광산구 풍영철길로 15콜럼버스월드 201-3호,4호(우산동)",,
경남,진주문산점,경상남도 진주시 문산읍 월아산로 1075(삼곡리),35.16698699,128.1628257
경남,진해자은점,경상남도 창원시 진해구 냉천로 164탑빌딩 1층 107호(자은동),,
경북,구미비산점,경상북도 구미시 신비로 115(비산동),36.12111806,128.3745172
서울,중랑역점,"서울특별시 중랑구 망우로 203(중화동, 중화동주상복합)",37.59399564,127.075009
경기,봉담점,"경기도 화성시 봉담읍 동화길 93-8, 108호(동화리)",37.2165847,126.9595814
인천,부평중앙점,인천광역시 부평구 부평대로 42(부평동),37.49531357,126.7230526
인천,인천원당점,인천광역시 서구 고산후로95번길 18(당하동),37.59263627,126.6971212
경기,일산후곡점,경기도 고양시 일산서구 일산로 529(일산동),37.67694783,126.768823
광주,광주첨단2지구점,광주광역시 북구 첨단연신로107번길 19(신용동),35.2073369,126.8620438
부산,문현점,"부산광역시 남구 고동골로 42-1베스티움 상가 103, 104호(문현동)",,
인천,백운현대점,인천광역시 부평구 경원대로 1246(산곡동),37.48793615,126.7090708
충남,천안용암마을점,충청남도 천안시 서북구 월봉로 126(쌍용동),36.8018421,127.1189699
인천,청라센텀로제비앙점,"인천광역시 서구 비지니스로 166(청라동, 청라국제 업무단지 센텀 대광로제비앙)",37.53855306,126.6222606
경북,포항초곡점,경상북도 포항시 북구 흥해읍 초곡지구로58번길 52초곡삼구트리니엔시티 135동 509호(초곡리),,
인천,인하대점,인천광역시 미추홀구 경인남길30번길 50(용현동),37.45163751,126.6570843
경북,포항문덕점,경상북도 포항시 남구 오천읍 원동로 69(원리),35.96931986,129.4023426
대구,대구신월성점,"대구광역시 달서구 조암로 29월성동이래타워 제1,2층 101호(월성동)",,
경기,의정부금오점,"경기도 의정부시 부용로 105, 105호(금오동)",37.75129391,127.0693538
인천,인천검암2지구점,인천광역시 서구 승학로 567(검암동),37.56669671,126.6826336
서울,시흥중앙점,서울특별시 금천구 금하로 713-1(시흥동),37.45102814,126.9092674
서울,북가좌점,서울특별시 서대문구 응암로 108(북가좌동),37.58213042,126.9133327
전북,전주삼천점,전라북도 전주시 완산구 용리로 55(효자동1가),35.79882859,127.115752
경기,위례호반점,"경기도 성남시 수정구 위례동로 153, 110호(창곡동)",37.47351188,127.150005
광주,광주금호점,광주광역시 서구 금화로 91(금호동),35.13266511,126.858665
경기,운정가람마을점,"경기도 파주시 미래로 622, 107호 (와동동)",37.73270722,126.7509447
광주,광주평동점,광주광역시 광산구 평동로 814(옥동),35.12425581,126.7632801
경남,거제계룡점,경상남도 거제시 동문천로 61(고현동),34.88348563,128.6267319
인천,송도파크자이점,인천광역시 연수구 앵고개로 104번길 4준빌딩 105호(동춘동),,
경기,부천중동시장점,"경기도 부천시 부흥로 197, 104호(중동)",37.49634123,126.7646798
충남,서산호수공원점,충청남도 서산시 호수공원3로 56(예천동),36.77376588,126.4511975
인천,인천차이나타운점,인천광역시 중구 차이나타운로 25(북성동3가),37.47694136,126.6192922
인천,영종하늘도시점,"인천광역시 중구 하늘중앙로195번길 14, 134호(중산동)",37.48935567,126.5607725
경기,파주야당역점,경기도 파주시 경의로 1090 (야당동),37.71450879,126.7600603
전남,목포남악점,전라남도 무안군 삼향읍 남악2로74번길 39광일프라자 102호(남악리),,
부산,광안자이점,부산광역시 수영구 호암로29번길 63(광안동),35.15396591,129.110353
경기,소새울역점,경기도 부천시 소사로 130(소사본동),37.46991597,126.7966194
인천,용현SK점,인천광역시 미추홀구 독배로317번길 23-1(용현동),37.44792851,126.6476528
경기,오산세교점,경기도 오산시 수청로 197(금암동),37.17652313,127.0450839
경기,군포당동점,경기도 군포시 군포로456번길 13(당동),37.34678233,126.9449593
서울,개봉북부역점,"서울특별시 구로구 경인로40길 25(개봉동, 청실아파트)",37.49540393,126.8597417
인천,부평남부역점,인천광역시 부평구 육동로 20(부평동),37.48702221,126.7250762
경기,고양관산점,경기도 고양시 덕양구 통일로780번길 15(관산동),37.68875875,126.8639809
전남,여수여서점,전라남도 여수시 여서로 168-1(여서동),34.74835563,127.7003461
서울,동양미래대학점,서울특별시 구로구 경인로47길 26(고척동),37.50064609,126.8666068
서울,홍제역점,서울특별시 서대문구 세무서길 6(홍제동),37.58825292,126.9453795
서울,방화역점,"서울특별시 강서구 금낭화로 146, 107호(방화동)",37.57819015,126.8133052
경기,주엽역점,경기도 고양시 일산서구 주화로 70(주엽동),37.669749,126.760285
충북,청주오송점,충청북도 청주시 흥덕구 오송읍 오송생명5로 184-4(연제리),36.63053894,127.3296404
경기,파주당동점,경기도 파주시 문산읍 당동1로 43(당동리),37.86334263,126.7736386
광주,광주효천2지구점,광주광역시 남구 효우2로 34(행암동),35.10181233,126.8883459
경남,양산범어점,경상남도 양산시 물금읍 범구로 14오슬로파크 M동 8호(범어리),,
전북,전주효자휴먼시아점,전라북도 전주시 완산구 호암로 80(효자동2가),35.808336,127.1030885
서울,석계역점,서울특별시 노원구 화랑로 337(월계동),37.61523935,127.0651692
서울,노원중앙점,서울특별시 노원구 노해로 509(상계동),37.65541129,127.0645555
서울,동대문점,서울특별시 중구 장충단로13길 13(을지로6가),37.56782967,127.007858
전북,전주에코시티점,전라북도 전주시 덕진구 세병로 178-4메디컬시티빌딩 102호(송천동2가),,
경기,회룡역점,경기도 의정부시 외미로 95(호원동),37.72456223,127.0459615
경기,양평물맑은시장점,경기도 양평군 양평읍 양평시장길7번길 2(양근리),37.489832,127.4923243
전남,순천금당점,전라남도 순천시 해룡면 장선배기길 284청솔1차아파트(상삼리),,
부산,수영구청점,부산광역시 수영구 광남로48번길 5(남천동),35.14679793,129.1123344
인천,부평미래타운점,"인천광역시 부평구 영성서로 37, 105호(삼산동)",37.52150214,126.7426273
세종,세종다정점,"세종특별자치시 다정중앙로 52, 101호(다정동)",36.49518146,127.2492573
경기,의왕포일점,경기도 의왕시 안양판교로 99(포일동),37.3955979,126.9851462
경기,금촌로터리점,경기도 파주시 번영로 1 (금촌동),37.75765791,126.7729559
경기,다산중앙점,"경기도 남양주시 다산중앙로 105-14, 102호(다산동)",37.62255431,127.1524162
서울,중곡역점,서울특별시 광진구 능동로 403-1(중곡동),37.56509132,127.0835792
경기,정자엠코점,경기도 성남시 분당구 정자일로 136(정자동),37.36217491,127.1065537
경기,시흥능곡역점,"경기도 시흥시 장현능곡로 184, 103호(능곡동)",37.36940219,126.8106582
광주,광주유촌점,"광주광역시 서구 상무버들로 24(유촌동,유촌동명성빌딩)",35.16459594,126.8608133
부산,주례삼선병원점,부산광역시 사상구 가야대로318번길 14(주례동),35.15002384,129.0073032
경기,동탄산척점,경기도 화성시 동탄순환대로 263(산척동),37.17115263,127.118579
충북,청주테크노폴리스점,충청북도 청주시 흥덕구 송화로 156(송절동),36.66615033,127.4504761
서울,등촌성당점,"서울특별시 강서구 공항대로41길 43, 103호(등촌동)",37.55990735,126.8455409
경기,청평점,경기도 가평군 청평면 청평중앙로 60(청평리),37.73845088,127.4209488
서울,대치학원가점,"서울특별시 강남구 도곡로77길 6, 102호(대치동)",37.49877099,127.0587432
경기,남양주2청사점,경기도 남양주시 다산지금로16번길 43(다산동),37.60963934,127.1687916
인천,구월정각초점,인천광역시 남동구 용천로 82(구월동),37.45691372,126.7150504
광주,광주진월점,광주광역시 남구 금당로 2 천운빌딩(진월동),,
광주,광주풍암점,광주광역시 서구 회재로 1054 유수빌딩(풍암동),,
부산,동래롯데점,부산광역시 동래구 동래로 11(온천동),35.21340294,129.0775809
경기,일산중산마을점,경기도 고양시 일산동구 중산로 244(중산동),37.69374234,126.7808822
서울,목동파리공원점,서울특별시 양천구 목동서로 65목동가든스위트 112호(목동),,
인천,인천한화에코점,인천광역시 남동구 에코중앙로156번길 5-27(논현동),37.39215341,126.7268988
경기,부천남부역점,경기도 부천시 경인로 222(심곡본동),37.48297246,126.7800594
인천,인천시민공원역점,인천광역시 미추홀구 경인로 363-1(주안동),37.45866111,126.6805778
인천,인천연희점,인천광역시 서구 승학로 319(연희동),37.55015674,126.6739453
경북,구미송정점,경상북도 구미시 송정대로 90(송정동),36.11694706,128.3483061
광주,광주쌍촌점,광주광역시 서구 내방로 247상무 한국아델리움 131동 101호(쌍촌동),,
광주,광주농성점,광주광역시 서구 죽봉대로 42-1(농성동),35.15708405,126.8833778
경남,진주정촌점,경상남도 진주시 정촌면 삼일로72번길 12,35.1262712,128.0992697
전북,전주서곡점,전라북도 전주시 완산구 세내로 542(효자동3가),35.83395415,127.0999838
충남,천안성성레이크타운점,충청남도 천안시 서북구 성성8로 2-30(성성동),36.84029401,127.1302624
서울,회기역점,서울특별시 동대문구 회기로 194(휘경동),37.58984719,127.0573558
경기,의정부로데오점,경기도 의정부시 행복로 19(의정부동),37.7405991,127.0487616
인천,계산도두리점,인천광역시 계양구 도두리로 58(작전동),37.53351736,126.7406661
충북,천안쌍용점,충청남도 천안시 서북구 봉서5길 1(쌍용동),36.80761279,127.1318135
서울,길음뉴타운점,서울특별시 성북구 길음로 33길음뉴타운 11호(길음동),,
인천,부평금호점,인천광역시 부평구 원길로 17(청천동),37.50524947,126.7143477
인천,부평신트리점,인천광역시 부평구 길주남로 33(부평동),37.50475817,126.725294
경남,남양점,경상남도 창원시 성산구 가양로 97위드파크상가 101호(남양동),,
전북,전북도청점,전라북도 전주시 완산구 홍산남로 501층 104호(효자동2가),,
경기,대화역점,경기도 고양시 일산서구 중앙로 1564(대화동),37.67621192,126.7482743
