지역,매장명,주소,위도,경도
경기,원흥역점,경기도 고양시 덕양구 삼송로,37.6505377,126.8838609
제주,제주외도점,제주특별자치도 제주시 우정로 50더펠리스2차,,
경기,평촌샛별점,경기도 안양시 동안구 달안로,37.3991859,126.9598923
경기,목감중앙점,"경기도 시흥시 목감우회로 45,",37.3808733,126.856937
서울,고덕역점,서울특별시 강동구 동남로75길 13-15(명일동),,
경기,시흥월곶점,"경기도 시흥시 월곶중앙로 64,",37.3885494,126.7392138
인천,인천도림점,인천광역시 남동구 논고개로 331(도림동),,
인천,영종하늘달빛점,인천광역시 중구 하늘달빛로 88(중산동),,
경기,의정부발곡점,"경기도 의정부시 회룡로 178,",37.72626,127.05036
인천,간석벽산점,인천광역시 남동구 호구포로 899(간석동),,
광주,광주문흥점,광주광역시 북구 서하로 374(문흥동),,
울산,울산송정점,울산광역시 북구 박상진3로 55금강펜테리움2차,,
부산,부산시청점,부산광역시 연제구 거제시장로14번길 28거제시장,,
대전,대전유성구청점,"대전광역시 유성구 어은로48번길 12,",36.3628991,127.3576698
서울,금호역점,서울특별시 성동구 장터길 30(금호동4가),,
경기,동백역점,경기도 용인시 기흥구 동백중앙로,37.2713653,127.1526133
서울,수유점,서울특별시 강북구 도봉로 379(수유동),,
경기,수원원천점,경기도 수원시 영통구 매영로,37.2686473,127.0492024
경기,광교센트럴점,경기도 수원시 영통구 센트럴타운로,37.2887763,127.0570725
경기,양주덕정점,경기도 양주시 회정로 134(덕정동),,
서울,천호역점,"서울특별시 강동구 천호대로 997,",37.5416513,127.1167334
경기,이마트킨텍스점,경기도 고양시 일산서구 킨텍스로,37.6670225,126.7495069
광주,광주화정현대점,광주광역시 서구 화운로 24유니버시아드,,
부산,안락SK점,부산광역시 동래구 충렬대로459번길 33(안락동),,
인천,월미도점,인천광역시 중구 월미로234번길 12(북성동1가),,
서울,은평대림시장점,서울특별시 은평구 응암로 174(응암동),,
경기,성남도촌점,경기도 성남시 중원구 도촌남로,37.4153274,127.1478844
충남,충남홍성점,충청남도 홍성군 홍성읍 아문길29번길,36.6013365,126.6642776
서울,경복궁역점,서울특별시 종로구 자하문로 11-1(체부동),,
세종,조치원역점,세종특별자치시 조치원읍 조치원로 6-1(원리),,
경기,테평역점,경기도 성남시 수정구 수정로,37.4395547,127.1232748
충북,청주율량점,충청북도 청주시 청원구 주성로279번길,36.6712329,127.4973822
경기,배곧한라비발디점,경기도 시흥시 배곧1로 27-16한라비발디캠퍼스2차,,
인천,인천용현유원점,인천광역시 미추홀구 낙섬중로91번길 4-23(용현동),,
충북,충주호암점,충청북도 충주시 호암토성2로 3(호암동),,
광주,광주수완아울렛점,광주광역시 광산구 풍영로200번길 75(장덕동),,
경기,안양덕천래미안점,경기도 안양시 만안구 태평로60번길,37.3961909,126.9302676
서울,길동역점,서울특별시 강동구 양재대로 1465(길동),37.5383683,127.1402049
서울,영등포역남부점,서울특별시 영등포구 영신로19길 26-1(영등포동),,
서울,삼양점,서울특별시 강북구 솔샘로 213-2(미아동),,
인천,인천동양점,인천광역시 계양구 동양로 117(동양동),,
서울,구로구청점,서울특별시 구로구 가마산로 268(구로동),,
경기,의정부민락KT점,경기도 의정부시 용현로 154(민락동),,
인천,간석역점,인천광역시 남동구 석산로 15(간석동),,
광주,광주수완성덕점,광주광역시 광산구 풍영로 271(장덕동),,
경기,부천북교사거리점,경기도 부천시 조종로 3(원미동),,
경기,마두역점,경기도 고양시 일산동구 장백로,37.6397537,126.790701
인천,신포점,인천광역시 중구 개항로 29-2(내동),,
강원,춘천온의점,강원도 춘천시 춘천로17번길 21(온의동),,
제주,제주동문시장점,제주특별자치도 제주시 관덕로 65(일도일동),,
인천,간석시장점,인천광역시 남동구 백범로 312-60(간석동),,
제주,제주한라대점,제주특별자치도 제주시 한라대학로 82(노형동),,
충남,아산테크노밸리점,충청남도 아산시 둔포면 아산밸리중앙로,36.9234831,127.0567624
서울,방학역점,서울특별시 도봉구 도봉로150길 40(방학동),,
인천,송도SK뷰점,"인천광역시 연수구 랜드마크로 19(송도동,",,
부산,기장시장점,부산광역시 기장군 기장읍 차성동로,35.2420892,129.2165955
울산,울산명촌점,울산광역시 북구 명촌로 81(명촌동),,
서울,시흥사거리점,서울특별시 금천구 시흥대로 227(시흥동),,
대구,대구성서점,대구광역시 달서구 성서로 420성서메가타운,,
경기,수원대점,경기도 화성시 봉담읍 와우로,37.2156235,126.9693028
경기,한대앞역점,경기도 안산시 상록구 중보로,37.3067957,126.8513948
서울,염창역점,서울특별시 강서구 공항대로 629(염창동),37.547251149999994,126.87405447433358
서울,월곡역점,서울특별시 성북구 화랑로13길 7(하월곡동),,
강원,강릉교동택지점,강원도 강릉시 솔올로5번길 55(교동),37.763936,128.8775547
경기,배곧고점,"경기도 시흥시 배곧4로 87,",37.374449350000006,126.73356410851628
경기,남양주사능점,경기도 남양주시 진건읍 진건오남로,37.6541873,127.1791365
서울,상봉역점,서울특별시 중랑구 망우로 304-1(상봉동),,
경기,정왕역점,경기도 시흥시 마유로418번길 10(정왕동),,
경기,평택비전점,"경기도 평택시 비전2로 192,",37.0011211,127.1120253
경기,평택안중점,경기도 평택시 안중읍 안현로서6길,36.9846338,126.9229233
경기,김포전원마을점,"경기도 김포시 김포한강11로 133,",37.6446909,126.6960958
서울,신대방삼거리역점,"서울특별시 동작구 보라매로 113,",37.4992146,126.9281665
인천,송도학원가점,인천광역시 연수구 신송로 160(송도동),,
광주,광주매곡점,광주광역시 북구 설죽로315번길 42(매곡동),,
강원,인제현리점,강원도 인제군 기린면 내린천로,37.9714727,128.3059187
강원,춘천한숲시티점,"강원도 춘천시 안마산로 115,",37.8557224,127.7247794
경기,수원능실마을점,경기도 수원시 권선구 호매실로104번길,37.2598842,126.9624535
경기,양주백석점,경기도 양주시 백석읍 양주산성로,37.7929708,126.9685314
세종,세종도담점,세종특별자치시 보듬4로 9도램마을11단지 55호-56호(도담동),,
서울,상계보람점,서울특별시 노원구 한글비석로 464(상계동),,
경기,파주한빛마을점,경기도 파주시 와석순환로 72,37.7094853,126.7541226
서울,신곡시장점,서울특별시 양천구 신월로 175(신월동),,
부산,초량점,부산광역시 동구 초량중로 94(초량동),,
부산,만덕점,부산광역시 북구 만덕1로 13(만덕동),,
대전,대전가수원점,대전광역시 서구 도안동로11번길 45KD,,
울산,울산성남점,울산광역시 중구 만남의거리 26(성남동),,
경기,오리역점,경기도 성남시 분당구 성남대로,37.3885184,127.1279996
인천,석바위시장점,인천광역시 미추홀구 경원대로 855(주안동),,
경기,용인백현마을점,경기도 용인시 기흥구 동백7로,37.282445,127.1583908
경기,광교법원점,경기도 수원시 영통구 법조로149번길,37.2922578,127.0696507
경기,원시역점,경기도 안산시 단원구 별망로,37.3102686,126.7522241
서울,천왕이펜하우스점,서울특별시 구로구 천왕로 29천왕이펜하우스,,
경북,경북문경점,경상북도 문경시 상신로 3(점촌동),,
광주,광주용산점,"광주광역시 동구 용산2로 3,",35.1181843,126.9232882
광주,광주상무중앙점,"광주광역시 서구 상무중앙로 57(치평동,",,
경기,용인신봉마을점,경기도 용인시 수지구 신봉2로,37.3298497,127.0709495
경기,이천하이닉스점,경기도 이천시 부발읍 경충대로2092번길,37.2531061,127.4927178
경기,아주대삼거리점,경기도 수원시 영통구 중부대로,37.2676173,127.0728663
서울,신촌점,서울특별시 서대문구 연세로5가길 8-6(창천동),,
서울,개봉점,서울특별시 구로구 개봉로 70(개봉동),,
충북,서원대점,충청북도 청주시 서원구 서원남로,36.6222994,127.4825485
경기,동탄서연점,"경기도 화성시 동탄대로4길 39,",,
세종,세종소담점,"세종특별자치시 소담1로 12, 109호(소담동)",,
부산,광안역점,부산광역시 수영구 광안로45번길 2광안비취빌리지,,
서울,광운대역점,서울특별시 노원구 석계로 103(월계동),,
서울,목동사거리점,"서울특별시 강서구 곰달래로 272,",37.5301626,126.8401946
경기,여주중앙점,경기도 여주시 세종로 18(홍문동),,
인천,영종삼성홈큐브점,"인천광역시 중구 영종대로162번길 26,",37.4920248,126.4956235
제주,제주삼화지구점,제주특별자치도 제주시 건주로 33(도련일동),,
서울,성수역점,서울특별시 성동구 아차산로 113(성수동2가),,
경기,김포호수초점,"경기도 김포시 김포한강4로420번길 88,",37.65062375,126.63311308223737
경기,다산KB골든타워점,"경기도 남양주시 다산순환로 350,",37.6308373,127.1500539
경기,곤지암터미널점,경기도 광주시 곤지암읍 곤지암로,37.350657,127.336701
제주,제주대점,제주특별자치도 제주시 제주대학로 107(아라이동),,
전남,목포용해점,전라남도 목포시 연산백련로 14(연산동),,
충북,충북오창점,충청북도 청주시 청원구 오창읍,36.74238405,127.45450231417072
서울,쌍문점,서울특별시 도봉구 도봉로 457(쌍문동),,
부산,화명역점,부산광역시 북구 금곡대로 287삼환골든뷰,,
전남,여수죽림점,전라남도 여수시 소라면 죽림로,34.7630802,127.639811
경기,광교중앙점,경기도 수원시 영통구 에듀타운로,37.2863744,127.0505197
경기,구리장자호수점,경기도 구리시 장자대로 82(수택동),,
경기,수진역점,경기도 성남시 중원구 광명로,37.4334595,127.1323932
경기,의왕내손점,경기도 의왕시 포일로 43(내손동),,
대전,대전탄방점,대전광역시 서구 문정로 77로데오타운,,
경북,경주황성점,경상북도 경주시 황성로 15(황성동),,
경기,장안구청점,경기도 수원시 장안구 송원로,37.3040063,127.0117348
경남,유니시티점,경상남도 창원시 의창구 중동로,35.2552991,128.6289092
부산,안락점,부산광역시 동래구 안락로 136-2(안락동),,
전남,무안오룡점,전라남도 무안군 삼향읍 남악5로46번길,,
경기,부천테크노파크점,경기도 부천시 삼작로 22(삼정동),,
인천,갈산역점,인천광역시 부평구 부평대로 283(청천동),,
경기,안산수암점,경기도 안산시 상록구 수인로,37.3386049,126.8635917
전북,전북고창점,전라북도 고창군 고창읍 중앙로,35.43568,126.6845449
경기,안산원곡점,경기도 안산시 단원구 원선1로,37.3238443,126.8011241
인천,부평일신점,인천광역시 부평구 일신로14번길 24(일신동),,
경기,병점중앙점,경기도 화성시 병점2로 22(병점동),,
경남,장유코아점,"경상남도 김해시 장유로 232,",35.2094008,128.8035561
광주,광주연제점,"광주광역시 북구 양일로 66,",35.1978307,126.8648367
서울,한티역점,"서울특별시 강남구 도곡로 405,",37.49377735,127.04850715502104
서울,신월사거리점,서울특별시 양천구 남부순환로40길 3(신월동),,
인천,인천귤현점,인천광역시 계양구 양지로 133(귤현동),,
인천,학산사거리점,인천광역시 미추홀구 한나루로 364(학익동),,
서울,서일대점,서울특별시 중랑구 용마산로 408(면목동),37.571,127.08626
서울,암사점,서울특별시 강동구 고덕로 95(암사동),,
인천,지식정보단지역점,인천광역시 연수구 인천타워대로54번길 9에몬스프라자,,
경기,일산탄현점,경기도 고양시 일산서구 일현로,37.6982478,126.7657712
경기,호매실신미주점,경기도 수원시 권선구 금호로,37.2730053,126.9618857
제주,제주일도점,제주특별자치도 제주시 고마로 99(일도이동),,
충북,충북금왕점,충청북도 음성군 금왕읍 무극로,36.9919163,127.5857413
서울,아차산역점,서울특별시 광진구 자양로43길 47(중곡동),,
경기,역곡남부역점,"경기도 부천시 경인로 519,",37.485087750000005,126.81276414999999
경기,송산그린시티점,경기도 화성시 꽃내음1길 25(새솔동),,
서울,사가정역점,서울특별시 중랑구 면목로 316(면목동),,
경기,민락코스트코점,경기도 의정부시 용민로 493(민락동),,
인천,완정역점,인천광역시 서구 청마로19번길 21(당하동),,
경북,영주가흥점,경상북도 영주시 대학로240번길 6-16(가흥동),,
경기,시흥신천역점,경기도 시흥시 신천로83번길 2(신천동),,
제주,제주봉개점,제주특별자치도 제주시 번영로 475(봉개동),,
서울,연희점,서울특별시 서대문구 연희로 98,37.558745,126.9268426
경남,율하메이져점,"경상남도 김해시 율하로 478,",35.1779644,128.7856973
경기,광명로데오점,"경기도 광명시 신기로17번길 11,",37.4209466,126.8836401
서울,여의도역점,서울특별시 영등포구 여의나루로 42(여의도동),,
경기,안산중앙점,경기도 안산시 단원구 예술대학로,37.3167047,126.8366807
서울,봉일시장점,서울특별시 관악구 은천로 37(봉천동),,
서울,숙대입구역점,서울특별시 용산구 한강대로 277-2(갈월동),37.5465129,126.9719601
경기,용인마북점,경기도 용인시 기흥구 마북로154번길,37.3033982,127.1242029
경기,동탄레이크꼬모점,"경기도 화성시 동탄대로 181,",37.2050125,127.0989622
경기,고양향동점,경기도 고양시 덕양구 향기로,37.6072105,126.8944507
경기,화성상리점,경기도 화성시 봉담읍 삼천병마로,37.1727568,126.9365291
서울,신창시장점,서울특별시 도봉구 덕릉로 238(창동),37.63756,127.03688
인천,부평중점,인천광역시 부평구 장제로 171(부평동),,
경기,별내북부점,경기도 남양주시 덕송2로10번길 30(별내동),,
대구,대구팔달시장역점,대구광역시 북구 팔달로 167(노원동3가),,
서울,개포동역점,서울특별시 강남구 개포로82길 13-9101-102호(개포동),,
강원,원주기업도시점,강원도 원주시 지정면 신지정로,37.3831743,127.8726139
경북,포항이동점,경상북도 포항시 남구 포스코대로,36.0182172,129.3595766
서울,가재울뉴타운점,"서울특별시 서대문구 가재울미래로 2(남가좌동,",,
서울,장안점,서울특별시 동대문구 장한로 116(장안동),,
경기,오산궐동점,"경기도 오산시 대호로 97(궐동,",,
서울,경희대점,서울특별시 동대문구 경희대로 18(회기동),,
인천,부평북부역점,인천광역시 부평구 경원대로 1366(부평동),,
경기,석수역점,경기도 안양시 만안구 경수대로,37.4060622,126.9235641
전남,나주빛가람그린로점,전라남도 나주시 그린로 196(빛가람동),,
경남,김해메가마트점,"경상남도 김해시 김해대로2492번길 20,",35.226256,128.902653
경기,호계지식산업센터점,경기도 안양시 동안구 엘에스로,37.3731953,126.9470249
인천,간석북부역점,"인천광역시 남동구 방축로 503,",37.466988,126.6919836
경기,서현역점,경기도 성남시 분당구 황새울로360번길,37.386018,127.1258141
경기,시흥함송점,"경기도 시흥시 함송로 21,",37.362693,126.7318347
서울,양천신월점,서울특별시 양천구 지양로 77(신월동),,
경기,부천여월점,"경기도 부천시 삼작로306번길 7(여월동,",,
서울,현대시장점,서울특별시 관악구 은천로 113(봉천동),,
경기,서정리역점,경기도 평택시 정암로 3(서정동),,
서울,상도해링턴플레이스점,"서울특별시 동작구 상도로 207,",37.5041896,126.9379181
경기,풍산모당공원점,경기도 고양시 일산동구 중산로,37.694547,126.780764
경기,금곡중앙점,"경기도 남양주시 금곡로 72,",37.6338343,127.205247
충북,진천터미널점,충청북도 진천군 진천읍 포석길,36.857499,127.4385927
인천,영종구읍뱃터점,"인천광역시 중구 은하수로 10,",37.500925,126.5610263
충북,청주분평점,충청북도 청주시 서원구 1순환로1107번길,36.608473,127.4895894
충북,청주산남점,충청북도 청주시 서원구 산남로,36.6110547,127.4655203
경기,녹양역점,경기도 의정부시 체육로 306-24(녹양동),,
경기,부천성곡사거리점,경기도 부천시 삼작로 385(원종동),,
경기,수내로데오점,경기도 성남시 분당구 백현로101번길,37.3763162,127.1113017
서울,노원로데오점,서울특별시 노원구 상계로3길 16(상계동),,
경기,안산일동점,경기도 안산시 상록구 안산대학로,37.3036744,126.8634779
서울,구로매봉초점,서울특별시 구로구 고척로21나길 14(개봉동),,
광주,광주동림점,광주광역시 북구 북문대로 241(동림동),35.187021,126.8666223
울산,울산온산점,울산광역시 울주군 온산읍 덕남로,35.4313722,129.3090732
부산,거제홈타운점,부산광역시 연제구 아시아드대로 92(거제동),,
부산,부산아시아드선수촌점,"부산광역시 해운대구 선수촌로 80,",35.2152908,129.1247592
부산,부산서면3호점,부산광역시 부산진구 새싹로 5(부전동),,
전남,광양마동점,전라남도 광양시 사동로 187-1(마동),,
경남,거제상동점,"경상남도 거제시 상동5길 117-40,",34.8606866,128.6332814
서울,청량리역점,서울특별시 동대문구 왕산로 225(청량리동),,
인천,송도트리플스트리트점,인천광역시 연수구 송도과학로16번길 33-1A동,,
경기,옥정제이드웰점,경기도 양주시 옥정동로4길 3(옥정동),,
충북,청주가경점,충청북도 청주시 흥덕구 가경로,36.6193814,127.4423722
경기,가능역점,경기도 의정부시 평화로 632(의정부동),,
서울,가락시장역점,서울특별시 송파구 중대로9길 21(가락동),,
경기,상록수역점,경기도 안산시 상록구 용신로,37.3034293,126.8471867
경기,일산대화마을점,경기도 고양시 일산서구 대화로,37.6850972,126.747249
광주,광주신가점,광주광역시 광산구 신창로 1(신가동),,
경남,주촌센텀위브점,경상남도 김해시 주촌면 천곡로,35.2293172,128.8392215
경기,파주법원사거리점,경기도 파주시 법원읍 술이홀로,37.8468735,126.8676654
경기,안산라프리모점,경기도 안산시 단원구 선부광장1로,37.3363102,126.8119593
경기,시흥장곡점,경기도 시흥시 진말로9번길 12(장곡동),,
전남,목포평화광장점,전라남도 목포시 원형로 48(상동),,
경기,안산선부점,경기도 안산시 단원구 선부광장북로,37.3387941,126.8092631
충북,청주지웰시티점,충청북도 청주시 흥덕구 대농로,36.6421733,127.4362674
경기,수지신정마을점,경기도 용인시 수지구 정평로,37.3196404,127.0874653
경기,정발산점,경기도 고양시 일산동구 일산로,37.6501874,126.7924286
광주,광주동천빛고을점,광주광역시 서구 동천로10번길 35-4(동천동),,
경남,창원아티움시티점,경상남도 창원시 의창구 창원대로397번길,35.2353919,128.6420001
충북,청주오창2산업단지점,충청북도 청주시 청원구 오창읍,36.74238405,127.45450231417072
서울,중랑구청점,서울특별시 중랑구 신내로 82(신내동),,
경기,판교원마을점,경기도 성남시 분당구 운중로,37.39133,127.0647511
경북,구미봉곡점,경상북도 구미시 봉곡남로20길 4(봉곡동),,
인천,부평오거리점,인천광역시 부평구 경원대로 1430(부평동),,
경기,수원율전점,경기도 수원시 장안구 서부로2105번길,37.2967909,126.969329
경북,안동문화의거리점,경상북도 안동시 문화광장길 49(삼산동),,
강원,춘천팔호광장점,강원도 춘천시 효자로 154(효자동),,
부산,사직역점,부산광역시 동래구 아시아드대로 145(사직동),,
인천,인천용현시장점,인천광역시 미추홀구 독배로432번길 4(용현동),,
충남,천안나사렛대점,충청남도 천안시 서북구 월봉로,36.7973632,127.1180018
경기,안산시청점,경기도 안산시 단원구 고잔로,37.3194021,126.8304425
서울,방학도깨비시장점,서울특별시 도봉구 도당로 81(방학동),,
경기,단대오거리역점,경기도 성남시 중원구 산성대로382번길,37.4456788,127.1609423
서울,이대서울병원점,서울특별시 강서구 강서로 349(내발산동),37.556834249999994,126.83738998476841
인천,인천연안부두점,인천광역시 중구 축항대로86번길 23(항동7가),,
인천,송도역점,인천광역시 연수구 비류대로 208(옥련동),,
전남,나주대호점,전라남도 나주시 대호길 83(대호동),,
경기,김포풍무역점,"경기도 김포시 유현로 242,",37.6020496,126.7314833
경기,중동센트럴푸르지오점,"경기도 부천시 소향로 181,",37.50085,126.7767903
경기,하남신장점,경기도 하남시 신장로 139(덕풍동),37.53852655,127.20277420995703
제주,제주아라점,제주특별자치도 제주시 중앙로 564(아라일동),,
인천,인천오류왕길점,인천광역시 서구 봉화로 49(오류동),,
경북,경북봉화점,경상북도 봉화군 봉화읍 내성로,36.8893996,128.7405608
경기,시흥정왕시장점,경기도 시흥시 정왕천로411번길 25(정왕동),,
경기,수원황골마을점,경기도 수원시 영통구 영통로,37.2646609,127.0776933
부산,해운대미포점,부산광역시 해운대구 달맞이길50번길 26(중동),,
전남,목포석현점,전라남도 목포시 옥암로 179(석현동),,
경기,분당아름마을점,경기도 성남시 분당구 판교로,37.4049196,127.1603854
서울,명일역점,서울특별시 강동구 양재대로 1641(명일동),,
서울,행당역점,서울특별시 성동구 행당로 105(행당동),,
서울,압구정역점,서울특별시 강남구 압구정로28길 25동심빌딩,,
경기,도농애시앙점,경기도 남양주시 도농로 24부영애시앙,,
경기,남양주묵현점,경기도 남양주시 화도읍 먹갓로28번길,,
서울,도림점,서울특별시 영등포구 도영로 33-2(도림동),,
경기,시흥장현지구점,"경기도 시흥시 장현서3길 10,",,
경기,망포역점,경기도 수원시 영통구 덕영대로,37.2460459,127.0624874
서울,봉천역점,서울특별시 관악구 남부순환로 1740명당빌딩,,
경기,안산초지푸르지오점,경기도 안산시 단원구 화랑로,37.3220453,126.8114911
경기,별내중앙점,경기도 남양주시 별내5로5번길 5지앤지프라자,,
경기,분당효자점,경기도 성남시 분당구 불정로,37.3595761,127.1169434
경기,오산시티자이점,경기도 오산시 부산중앙로 42오산시티자이2차상가,,
인천,인천관교한신점,인천광역시 미추홀구 인하로 348(주안동),,
세종,조치원침산점,세종특별자치시 조치원읍 행복길 25(침산리),,
경기,부천도당점,경기도 부천시 삼작로 252정남프라자,,
광주,광주양동점,광주광역시 서구 천변좌로 260-1(양동),,
광주,광주운암중앙점,광주광역시 북구 대자실로 22(운암동),,
부산,금정구청점,부산광역시 금정구 부곡온천천로 190퀸즈더블유장전역,,
경기,이마트분당점,경기도 성남시 분당구 불정로,37.3595761,127.1169434
경기,양주성우점,경기도 양주시 부흥로 2148(삼숭동),,
서울,영등포구청역점,서울특별시 영등포구 당산로 130(당산동3가),37.5193476,126.89548922769106
경기,의정부신곡점,경기도 의정부시 발곡로 31(신곡동),,
경기,평택포승점,경기도 평택시 포승읍 여술로,36.9888599,126.8465604
대구,대구율하지구점,대구광역시 동구 안심로22길 40-1(율하동),,
서울,신림난곡점,서울특별시 관악구 난우길 8(신림동),,
경기,평택지산점,경기도 평택시 지산로 83,37.0800061,127.062377
광주,광주일곡중앙점,광주광역시 북구 설죽로 545-1호반일신아파트상가,,
전남,광양읍점,전라남도 광양시 광양읍 대림오성로,34.9685367,127.5645878
경기,수원고색점,경기도 수원시 권선구 매송고색로,37.2458444,126.9633236
충북,청주용암점,충청북도 청주시 상당구 월평로184번길,36.6088727,127.5025405
경기,진접롯데시네마점,경기도 남양주시 진접읍 해밀예당1로,37.7109007,127.1853684
경기,양주삼숭점,경기도 양주시 삼숭로38번길 77센터프라자,,
인천,영종넙디점,인천광역시 중구 운서2로68번길 33(운서동),,
경기,능곡중앙점,경기도 고양시 덕양구 지도로35번길,37.6212132,126.8222135
서울,개봉사거리점,서울특별시 구로구 경인로 324,37.4978622,126.852714
서울,해군회관사거리점,서울특별시 영등포구 여의대방로 189(신길동),37.5015798,126.9205556
광주,광주여대점,광주광역시 광산구 월곡산정로 17(산정동),,
전남,영광터미널점,전라남도 영광군 영광읍 신남로,35.2759999,126.5027254
부산,지사동점,부산광역시 강서구 과학산단로 349지사복합상가,,
인천,인천남촌점,인천광역시 남동구 남촌동로 26(남촌동),,
경기,안성공도중앙점,경기도 안성시 공도읍 승두길,36.9986635,127.1693999
경기,평택고덕삼성점,경기도 평택시 고덕면 고덕여염12길,37.0424776,127.0525625
인천,청라중점,인천광역시 서구 청라라임로122번길 2(청라동),,
경기,수원곡반정점,경기도 수원시 권선구 곡선로,37.2398631,127.0266966
서울,목동파라곤점,서울특별시 양천구 목동서로 155,37.5284314,126.8703816
경기,군포첨단산업단지점,경기도 군포시 번영로 40MD센터프라자,,
서울,강북시장점,서울특별시 강북구 한천로 1059-1(수유동),,
광주,광주충장중앙점,광주광역시 동구 중앙로 157(호남동),35.1469259,126.9135058
부산,삼광사점,부산광역시 부산진구 초연로 6포레나부산초읍아파트상가,,
경기,용인죽전점,경기도 용인시 수지구 현암로,37.3315314,127.1127594
경기,안양석수2동점,경기도 안양시 만안구 안양로,37.3800422,126.9373724
서울,동작남성점,서울특별시 동작구 사당로 243,37.4946982,126.9608044
서울,용마산역점,서울특별시 중랑구 면목로 250(면목동),,
경기,양주덕계점,"경기도 양주시 평화로 1435,",37.8378965,127.0554399
경기,수내푸른마을점,경기도 성남시 분당구 불정로,37.3595761,127.1169434
인천,인천시청역점,인천광역시 남동구 구월로 80극동아파트상가,,
서울,신당역점,서울특별시 중구 퇴계로86길 3-1(신당동),,
광주,광주운남점,광주광역시 광산구 하남대로 282,35.1795615,126.816984
전남,해남터미널점,전라남도 해남군 해남읍 해남로,34.5709267,126.6076243
부산,개금현대점,"부산광역시 부산진구 엄광로 27,",35.1549926,129.0435861
경기,원흥중앙점,경기도 고양시 덕양구 도래울로,37.6354379,126.8723611
인천,선학역점,인천광역시 연수구 학나래로46번길 22(선학동),,
서울,숭실대입구역점,서울특별시 동작구 상도로 362-1(상도동),,
경기,광주회덕점,경기도 광주시 이배재로 120,37.42547,127.2427453
경기,원종사거리점,경기도 부천시 원종로 33(원종동),,
경기,김포양곡점,경기도 김포시 양촌읍 양곡1로56번길,37.6564296,126.6252623
경기,평택소사벌지구점,경기도 평택시 평남로 933,36.9908051,127.121629
경기,포천송우사거리점,경기도 포천시 소흘읍 솔모루로,37.8234469,127.1410062
전남,목포용당점,전라남도 목포시 동부로 2(용당동),,
전남,무안중앙점,전라남도 무안군 무안읍 불무로,34.9865261,126.4745945
경남,합천점,경상남도 합천군 합천읍 동서로,,
서울,이대점,서울특별시 서대문구 이화여대길 24(대현동),,
전북,익산모현점,"전라북도 익산시 고현로 90,",35.941361,126.9418473
서울,역촌역점,서울특별시 은평구 서오릉로 74(대조동),,
인천,굴포천역점,인천광역시 부평구 장제로 211,37.5219552,126.7314881
경기,평택아너스빌점,경기도 평택시 평택5로 94,36.9965847,127.1068121
인천,부평보건소점,인천광역시 부평구 부흥로 301-1(부평동),,
전북,정읍상동점,전라북도 정읍시 학산로 117-14(상동),,
서울,청구역점,서울특별시 중구 다산로 162약수빌딩,,
서울,남구로점,서울특별시 구로구 디지털로31길 120한신휴플러스아파트,,
전남,광양창덕점,전라남도 광양시 광양읍 용강로,34.9744978,127.6078236
경기,시흥대야점,경기도 시흥시 비둘기공원7길 46월드타운,,
서울,연세대공학원점,서울특별시 서대문구 연세로50지하 1층(연세대학교,,
인천,부평해물탕거리점,인천광역시 부평구 장제로 99벨라루체오피스텔,,
인천,송도퍼스트파크점,인천광역시 연수구 컨벤시아대로230번길 42송도아라플라자,,
경기,화성사강점,경기도 화성시 송산면 사강로,,
경기,수원남문점,경기도 수원시 팔달구 정조로,37.2891611,127.0143595
경기,평택힐스테이트점,경기도 평택시 세교6로 46,37.0111836,127.0874943
충북,청주금천점,충청북도 청주시 상당구 중고개로,36.6164763,127.5187406
전남,목포대성점,전라남도 목포시 양을로 56-1(산정동),,
강원,강릉시외버스터미널점,강원도 강릉시 하슬라로 27,37.7680923,128.8756702
경기,옥정다올스퀘어점,경기도 양주시 옥정로 139,37.8297623,127.0918863
서울,장위점,서울특별시 성북구 장위로 56(장위동),,
경기,산성역점,경기도 성남시 수정구 수정로,37.4395547,127.1232748
충북,청주개신점,충청북도 청주시 서원구 경신로,36.620718,127.44617884187437
서울,신도림태영타운점,서울특별시 구로구 새말로 89,37.5016103,126.8817646
서울,뚝섬역점,"서울특별시 성동구 상원길 38-1,",37.5489341,127.0480988
광주,전대상대점,광주광역시 북구 설죽로202번길 64(용봉동),,
경남,김해내동점,경상남도 김해시 내외중앙로 53,35.2428985,128.8694779
전남,순천호수공원점,전라남도 순천시 왕지2길 4-39,,
경기,김포마산점,경기도 김포시 김포한강8로 158,37.6434444,126.6278106
서울,은평신사점,서울특별시 은평구 갈현로 44,37.6004701,126.9102787
서울,공덕SK리더스뷰점,서울특별시 마포구 백범로31길 8공덕SK리더스뷰,,
인천,가좌봉화초점,인천광역시 서구 가정로 127(가좌동),,
경기,동탄프리미엄아울렛점,경기도 화성시 동탄기흥로257번가길 16(방교동),37.18176855,127.09026567492779
서울,황학사거리점,서울특별시 성동구 왕십리로 410센트라스아파트상가,,
서울,중화역점,서울특별시 중랑구 동일로 806(중화동),,
전북,전주대점,전라북도 전주시 완산구 백마산길,35.8175052,127.0909824
인천,송도랜드마크시티점,인천광역시 연수구 랜드마크로 68랜드마크시티센트럴더샵,,
경기,수원터미널점,경기도 수원시 권선구 덕영대로1201번길,37.2503405,127.0225894
경기,평택장당점,경기도 평택시 송탄로40번길 79-21(이충동),,
